업체회원ID,상호명,주소,음식분야,음식점전화번호,사업자등록번호,테이블정보,메뉴정보,운영시간정보
null,청와대만두,서울특별시 동대문구 장안동 105-15 1층 ,한식,null,null,null,null,null
null,한상에소두마리장안점,서울특별시 동대문구 장안동 430-2 ,한식,null,null,null,null,null
null,용두동엽기쭈꾸미,서울특별시 동대문구 제기동 67-137 ,한식,null,null,null,null,null
null,엉터리생고기경희대점,서울특별시 동대문구 회기동 42-5 ,한식,null,null,null,null,null
null,육전식당,서울특별시 동대문구 신설동 93-3 ,한식,null,null,null,null,null
null,사나이뚝배기경희대점,서울특별시 동대문구 회기동 16-35 ,한식,null,null,null,null,null
null,열정쭈꾸미,서울특별시 동대문구 장안동 141-24 ,횟집,null,null,null,null,null
null,기와옥,서울특별시 동대문구 장안동 387-13 ,한식,null,null,null,null,null
null,주한상,서울특별시 동대문구 장안동 376-4 ,한식,null,null,null,null,null
null,백두산국밥집,서울특별시 동대문구 전농동 602-12 ,한식,null,null,null,null,null
null,오관스시,서울특별시 동대문구 회기동 60-101 ,일식,null,null,null,null,null
null,동호식당,서울특별시 동대문구 장안동 377-5 ,탕류(보신용),null,null,null,null,null
null,장안신화닭,서울특별시 동대문구 답십리동 248-22 ,한식,null,null,null,null,null
null,더드림순대국,서울특별시 동대문구 답십리동 490-148 ,한식,null,null,null,null,null
null,민경이네,서울특별시 동대문구 제기동 726-3 ,한식,null,null,null,null,null
null,더테이블,서울특별시 동대문구 제기동 1213 ,경양식,null,null,null,null,null
null,청량리 경양식,서울특별시 동대문구 전농동 499-15 ,한식,null,null,null,null,null
null,껌지네술밥,서울특별시 동대문구 휘경동 150-11 ,한식,null,null,null,null,null
null,춘천막국수,서울특별시 동대문구 제기동 989-13 ,한식,null,null,null,null,null
null,도깨비매운탕,서울특별시 동대문구 청량리동 728 ,한식,null,null,null,null,null
null,고향반점,서울특별시 동대문구 회기동 45-78 ,중국식,null,null,null,null,null
null,남원,서울특별시 동대문구 제기동 635-4 ,한식,null,null,null,null,null
null,빛나는바다,서울특별시 동대문구 장안동 431-4 ,한식,null,null,null,null,null
null,웰빙한식부페(보리랑),서울특별시 동대문구 답십리동 72-6 ,한식,null,null,null,null,null
null,장안대박집,서울특별시 동대문구 장안동 188-19 ,한식,null,null,null,null,null
null,디어테이블(DEAR TABLE),서울특별시 동대문구 장안동 338-9 ,한식,null,null,null,null,null
null,우거지감자탕,서울특별시 동대문구 이문동 258-15 ,한식,null,null,null,null,null
null,엄마손식당,서울특별시 동대문구 이문동 87-1 ,한식,null,null,null,null,null
null,명품한강오리,서울특별시 동대문구 청량리동 712 ,한식,null,null,null,null,null
null,진실이네회마트,서울특별시 동대문구 장안동 184-21 ,한식,null,null,null,null,null
null,혜미네산꼼장어,서울특별시 동대문구 장안동 305-4 ,한식,null,null,null,null,null
null,풍류,서울특별시 동대문구 장안동 463-2 ,한식,null,null,null,null,null
null,또박식당,서울특별시 동대문구 장안동 430-14 ,한식,null,null,null,null,null
null,하마쌀국수,서울특별시 동대문구 회기동 57-30 ,한식,null,null,null,null,null
null,무이리꼬냉면돈가스만두,서울특별시 동대문구 장안동 98-10 ,한식,null,null,null,null,null
null,밍기적,서울특별시 동대문구 회기동 42-2 ,한식,null,null,null,null,null
null,하얼빈양꼬치샤브샤브,서울특별시 동대문구 신설동 15 ,한식,null,null,null,null,null
null,두매골,서울특별시 동대문구 신설동 117-14 101호,한식,null,null,null,null,null
null,열린마당,서울특별시 동대문구 청량리동 753 ,한식,null,null,null,null,null
null,한객샤브샤브뷔페,서울특별시 동대문구 이문동 304-26 지상3층 ,중국식,null,null,null,null,null
null,비비큐 안암오거리점,서울특별시 동대문구 용두동 727-4 4 ,한식,null,null,null,null,null
null,삼화기사식당,서울특별시 동대문구 전농동 687 전농동신성미소지움아파트 102동 103호,한식,null,null,null,null,null
null,탐나종합어시장 신설동역점,서울특별시 동대문구 신설동 102-9 문정빌딩 지상1층 ,한식,null,null,null,null,null
null,수,서울특별시 동대문구 신설동 89-86 ,한식,null,null,null,null,null
null,애자이모식당,서울특별시 동대문구 이문동 175-4 ,한식,null,null,null,null,null
null,오늘도  전,서울특별시 동대문구 제기동 892-8 ,한식,null,null,null,null,null
null,24시회마트,서울특별시 동대문구 답십리동 964-5 ,일식,null,null,null,null,null
null,비에이치씨(bhc) 장안점,서울특별시 동대문구 장안동 141-10 ,일식,null,null,null,null,null
null,정육정,서울특별시 동대문구 전농동 103-94 ,한식,null,null,null,null,null
null,오늘도,서울특별시 동대문구 전농동 597-10 ,한식,null,null,null,null,null
null,옛골명가,서울특별시 동대문구 답십리동 488-327 ,한식,null,null,null,null,null
null,동촌,서울특별시 동대문구 신설동 117-8 ,한식,null,null,null,null,null
null,분더바,서울특별시 동대문구 용두동 233-21 ,경양식,null,null,null,null,null
null,명성식당,서울특별시 동대문구 용두동 119-18 ,한식,null,null,null,null,null
null,욱이네우기네포차식당,서울특별시 동대문구 제기동 486-26 ,한식,null,null,null,null,null
null,카레집,서울특별시 동대문구 전농동 103-160 ,한식,null,null,null,null,null
null,순대국,서울특별시 동대문구 휘경동 150-42 ,한식,null,null,null,null,null
null,차칸스시,서울특별시 동대문구 이문동 341-55 ,일식,null,null,null,null,null
null,오븐돼지,서울특별시 동대문구 전농동 647-1 ,한식,null,null,null,null,null
null,초원,서울특별시 동대문구 장안동 141-10 ,한식,null,null,null,null,null
null,불꽃냉면칼국수,서울특별시 동대문구 회기동 42-53 ,한식,null,null,null,null,null
null,신설동 부산 양곱창,서울특별시 동대문구 신설동 81-111 ,한식,null,null,null,null,null
null,청춘고추,서울특별시 동대문구 제기동 137-69 ,한식,null,null,null,null,null
null,장안함박,서울특별시 동대문구 장안동 359-19 ,한식,null,null,null,null,null
null,청량옥,서울특별시 동대문구 청량리동 50-28 ,한식,null,null,null,null,null
null,우마스시,서울특별시 동대문구 답십리동 70-19 ,일식,null,null,null,null,null
null,남해바다,서울특별시 동대문구 답십리동 21-63 ,한식,null,null,null,null,null
null,토리후니,서울특별시 동대문구 전농동 1-112 ,한식,null,null,null,null,null
null,용두감자탕,서울특별시 동대문구 용두동 112-65 ,한식,null,null,null,null,null
null,엉뚱식당,서울특별시 동대문구 장안동 435-7 ,한식,null,null,null,null,null
null,육해공,서울특별시 동대문구 제기동 441 ,한식,null,null,null,null,null
null,공간이야기(도야식당),서울특별시 동대문구 전농동 558-130 ,한식,null,null,null,null,null
null,빅스타피자(안암점),서울특별시 동대문구 제기동 137-97 ,한식,null,null,null,null,null
null,영푸드,서울특별시 동대문구 이문동 305-152 ,한식,null,null,null,null,null
null,마마포차,서울특별시 동대문구 장안동 390-25 ,한식,null,null,null,null,null
null,이모네설렁탕,서울특별시 동대문구 용두동 238-7 ,한식,null,null,null,null,null
null,푸짐한집,서울특별시 동대문구 신설동 109-5 서울풍물시장 ,한식,null,null,null,null,null
null,고향정식당,서울특별시 동대문구 신설동 109-5 ,한식,null,null,null,null,null
null,나루터,서울특별시 동대문구 답십리동 542-1 ,한식,null,null,null,null,null
null,답십리별미,서울특별시 동대문구 답십리동 21-62 ,한식,null,null,null,null,null
null,정통녹두빈대떡,서울특별시 동대문구 신설동 109-5 ,한식,null,null,null,null,null
null,대독장,서울특별시 동대문구 장안동 459-2 ,한식,null,null,null,null,null
null,힐링여성사우나,서울특별시 동대문구 답십리동 472-1 ,한식,null,null,null,null,null
null,원호프,서울특별시 동대문구 제기동 575-9 ,한식,null,null,null,null,null
null,청우갈비,서울특별시 동대문구 청량리동 309 ,한식,null,null,null,null,null
null,백채장한평역점,서울특별시 동대문구 장안동 429-2 ,한식,null,null,null,null,null
null,얌샘김밥회기역점,서울특별시 동대문구 휘경동 269-7 ,한식,null,null,null,null,null
null,윤가네,서울특별시 동대문구 전농동 150-8 ,한식,null,null,null,null,null
null,소문난의정부부대찌개3호점,서울특별시 동대문구 제기동 137-40 ,한식,null,null,null,null,null
null,전주식당,서울특별시 동대문구 용두동 790 ,한식,null,null,null,null,null
null,니뽕내뽕바우하우스장안점,서울특별시 동대문구 장안동 368-1 ,한식,null,null,null,null,null
null,빨간대문,서울특별시 동대문구 휘경동 294-199 ,한식,null,null,null,null,null
null,담뿍,서울특별시 동대문구 장안동 432-4 ,한식,null,null,null,null,null
null,이화수전통육개장 서울안암오거리점,서울특별시 동대문구 제기동 148-115 ,횟집,null,null,null,null,null
null,두꺼비로멘스(경희대점),서울특별시 동대문구 회기동 107-7 ,한식,null,null,null,null,null
null,커먼센스커피,서울특별시 동대문구 제기동 67-197 ,한식,null,null,null,null,null
null,고흥아줌매,서울특별시 동대문구 제기동 635-18 ,한식,null,null,null,null,null
null,청년다방,서울특별시 동대문구 장안동 94-42 ,한식,null,null,null,null,null
null,마라양꼬치,서울특별시 동대문구 회기동 16-87 ,중국식,null,null,null,null,null
null,곤지암한우소머리국밥,서울특별시 동대문구 제기동 1140-12 ,한식,null,null,null,null,null
null,진국식당,서울특별시 동대문구 전농동 46-50 ,한식,null,null,null,null,null
null,한솥도시락시립대점,서울특별시 동대문구 전농동 124-2 ,한식,null,null,null,null,null
null,다채용두점,서울특별시 동대문구 용두동 129-203 ,한식,null,null,null,null,null
null,이화수전통육개장,서울특별시 동대문구 장안동 307-3 ,한식,null,null,null,null,null
null,동아쏘시오그룹공제회(DA-1201),서울특별시 동대문구 용두동 252-5 ,한식,null,null,null,null,null
null,신의주부대찌개,서울특별시 동대문구 회기동 106-1 ,한식,null,null,null,null,null
null,부스(Booth)부리또,서울특별시 동대문구 전농동 152-11 ,한식,null,null,null,null,null
null,새작골회관,서울특별시 동대문구 전농동 295-118 ,한식,null,null,null,null,null
null,비바라비다,서울특별시 동대문구 장안동 423-13 ,한식,null,null,null,null,null
null,미스터보쌈앤스탠딩스테이크장안동점,서울특별시 동대문구 장안동 162-9 ,한식,null,null,null,null,null
null,승낭식당,서울특별시 동대문구 회기동 60-136 ,한식,null,null,null,null,null
null,바른식당다림방,서울특별시 동대문구 전농동 24-42 ,한식,null,null,null,null,null
null,키즈인푸드,서울특별시 동대문구 답십리동 1003-2 ,한식,null,null,null,null,null
null,광어두마리15000원,서울특별시 동대문구 휘경동 264-10 ,횟집,null,null,null,null,null
null,아지트,서울특별시 동대문구 장안동 344-9 ,일식,null,null,null,null,null
null,쉼표포차,서울특별시 동대문구 장안동 103-10 ,한식,null,null,null,null,null
null,수타생고기,서울특별시 동대문구 신설동 104-7 ,식육(숯불구이),null,null,null,null,null
null,우리칼국수,서울특별시 동대문구 장안동 401-6 ,한식,null,null,null,null,null
null,꾸니꾸니,서울특별시 동대문구 이문동 305-75 ,한식,null,null,null,null,null
null,너디블루(Nerdy Blue),서울특별시 동대문구 전농동 103-312 ,한식,null,null,null,null,null
null,힐링식탁,서울특별시 동대문구 제기동 137-18 ,중국식,null,null,null,null,null
null,심양,서울특별시 동대문구 회기동 60-42 ,중국식,null,null,null,null,null
null,플러스푸드,서울특별시 동대문구 장안동 415-15 ,한식,null,null,null,null,null
null,스타동(경희대점),서울특별시 동대문구 회기동 60-92 ,한식,null,null,null,null,null
null,여수포차,서울특별시 동대문구 이문동 126-37 ,한식,null,null,null,null,null
null,주문진항,서울특별시 동대문구 장안동 313-5 ,한식,null,null,null,null,null
null,주연네연탄곱창,서울특별시 동대문구 장안동 216-32 ,한식,null,null,null,null,null
null,국수나무답십리역점,서울특별시 동대문구 답십리동 530-15 ,한식,null,null,null,null,null
null,파치외대점,서울특별시 동대문구 이문동 264-140 ,한식,null,null,null,null,null
